,Orden,Expediente,Caratula,Fecha,Proceso
10327,35,1398/22,R.................... S/CONTROL DE LEGALIDAD,07-12-2022,CONTROL DE LEGALIDAD
10328,36,871/22-C,R.................... S/HOMOLOGACION DE CONVENIO,07-12-2022,HOMOLOGACION DE CONVENIO
10329,37,1523/22,R.................... S/INFORMACION SUMARIA,07-12-2022,INFORMACION SUMARIA
10330,38,1584/22,R.................... S/INFORMACION SUMARIA,07-12-2022,INFORMACION SUMARIA
10331,39,1585/22,R.................... S/MEDIDA CAUTELAR,07-12-2022,MEDIDA CAUTELAR
10332,40,1140/22,R.................... S/PROTECCION INTEGRAL,07-12-2022,PROTECCION INTEGRAL
10333,41,1624/22,R.................... S/PROTECCION INTEGRAL,07-12-2022,PROTECCION INTEGRAL
10334,42,844/20,R.................... S/PROTECCION INTEGRAL,07-12-2022,PROTECCION INTEGRAL
10335,43,1389/22,R.................... S/VIOLENCIA FAMILIAR,07-12-2022,VIOLENCIA FAMILIAR
10336,44,1352/19,S.................... S/HOMOLOGACION DE CONVENIO,07-12-2022,HOMOLOGACION DE CONVENIO
10337,45,1564/22,S.................... S/MEDIDA CAUTELAR,07-12-2022,MEDIDA CAUTELAR
10338,46,1627/22,T.................... S/VIOLENCIA FAMILIAR,07-12-2022,VIOLENCIA FAMILIAR
10339,47,216/08-JC,V.................... S/.DECLARACION DE INCAPACIDAD,07-12-2022,.DECLARACION DE INCAPACIDAD
10340,48,1087/22,V.................... S/DIVORCIO,07-12-2022,DIVORCIO
10341,49,478/17,V.................... S/VIOLENCIA FAMILIAR (DENUNCIA,07-12-2022,VIOLENCIA FAMILIAR (DENUNCIA
10342,50,1534/22,W.................... S/PRESENTACION,07-12-2022,PRESENTACION
10343,51,336/22-S,Z.................... S/VIOLENCIA DE GENERO,07-12-2022,VIOLENCIA DE GENERO
10344,1,424/22-C,A.................... S/ALIMENTOS,12-12-2022,ALIMENTOS
10345,2,777/19,A.................... S/DIVORCIO,12-12-2022,DIVORCIO
10346,3,398/22-S,A.................... S/VIOLENCIA DE GENERO,12-12-2022,VIOLENCIA DE GENERO
10347,4,1437/22,B.................... S/VIOLENCIA FAMILIAR,12-12-2022,VIOLENCIA FAMILIAR
10348,5,1165/22,C.................... S/DIVORCIO,12-12-2022,DIVORCIO
10349,6,386/22-C,C.................... S/DIVORCIO,12-12-2022,DIVORCIO
10350,7,1638/22,C.................... S/ELEVA ACTUACIONES,12-12-2022,ELEVA ACTUACIONES
10351,8,1290/15,C.................... S/FILIACION Y DAÑO MORAL,12-12-2022,FILIACION Y DAÑO MORAL
10352,9,423/22-C,C.................... S/MEDIDA CAUTELAR,12-12-2022,MEDIDA CAUTELAR
10353,10,1565/18,C.................... S/RESTRICCION DE LA CAPACIDAD,12-12-2022,RESTRICCION DE LA CAPACIDAD
10354,11,430/22-S,C.................... S/VIOLENCIA DE GENERO,12-12-2022,VIOLENCIA DE GENERO
10355,12,1290/22,D.................... S/DIVORCIO,12-12-2022,DIVORCIO
10356,13,1193/19,D.................... S/EJECUCION DE HONORARIOS,12-12-2022,EJECUCION DE HONORARIOS
10357,14,277/22-C,D.................... S/EJECUCION DE HONORARIOS,12-12-2022,EJECUCION DE HONORARIOS
10358,15,91/22-C,D.................... S/EJECUCION DE HONORARIOS,12-12-2022,EJECUCION DE HONORARIOS
10359,16,1441/22,D.................... S/ELEVA ACTUACIONES,12-12-2022,ELEVA ACTUACIONES
10360,17,1658/22,D.................... S/VIOLENCIA DE GENERO,12-12-2022,VIOLENCIA DE GENERO
10361,18,396/16,E.................... S/DIVORCIO VINCULAR,12-12-2022,DIVORCIO VINCULAR
10362,19,1274/22,E.................... S/EJECUCION DE HONORARIOS,12-12-2022,EJECUCION DE HONORARIOS
10363,20,261/17,E.................... S/VIOLENCIA FAMILIAR (DENUNCIA,12-12-2022,VIOLENCIA FAMILIAR (DENUNCIA
10364,21,269/06-JC,F.................... S/.FILIACION,12-12-2022,.FILIACION
10365,22,1075/22,F.................... S/HOMOLOGACION DE CONVENIO,12-12-2022,HOMOLOGACION DE CONVENIO
10366,23,1641/22,F.................... S/PROTECCION INTEGRAL,12-12-2022,PROTECCION INTEGRAL
10367,24,1392/22,F.................... S/VIOLENCIA DE GENERO,12-12-2022,VIOLENCIA DE GENERO
10368,25,497/17,G.................... S/ACCION DECLARATIVA,12-12-2022,ACCION DECLARATIVA
10369,26,699/22-C,G.................... S/BENEFICIO DE LITIGAR SIN GASTOS,12-12-2022,BENEFICIO DE LITIGAR SIN GASTOS
10370,27,969/17,G.................... S/DIVORCIO VINCULAR,12-12-2022,DIVORCIO VINCULAR
10371,28,1420/22,G.................... S/VIOLENCIA FAMILIAR,12-12-2022,VIOLENCIA FAMILIAR
10372,29,377/14,J.................... S/DECLARACION DE INCAPACIDAD,12-12-2022,DECLARACION DE INCAPACIDAD
10373,30,135/22-S,J.................... S/ELEVA ACTUACIONES,12-12-2022,ELEVA ACTUACIONES
10374,31,1450/22,J.................... S/ELEVA ACTUACIONES,12-12-2022,ELEVA ACTUACIONES
10375,32,835/22-S,J.................... S/ELEVA ACTUACIONES,12-12-2022,ELEVA ACTUACIONES
10376,33,1059/22,J.................... S/TUTELA,12-12-2022,TUTELA
10377,34,148/11-JC,M.................... S/ALIMENTOS,12-12-2022,ALIMENTOS
10378,35,139/21-C,M.................... S/DIVORCIO,12-12-2022,DIVORCIO
10379,36,87/22-C,M.................... S/DIVORCIO,12-12-2022,DIVORCIO
10380,37,1847/19,M.................... S/HOMOLOGACION DE CONVENIO,12-12-2022,HOMOLOGACION DE CONVENIO
10381,38,595/22-C,M.................... S/INSCRIPCION DE DEFUNCION,12-12-2022,INSCRIPCION DE DEFUNCION
10382,39,345/19,M.................... S/MEDIDA CAUTELAR,12-12-2022,MEDIDA CAUTELAR
10383,40,739/22-C,M.................... S/MEDIDA CAUTELAR,12-12-2022,MEDIDA CAUTELAR
10384,41,1662/22,M.................... S/PRESENTACION,12-12-2022,PRESENTACION
10385,42,638/18,O.................... S/MEDIDA CAUTELAR,12-12-2022,MEDIDA CAUTELAR
10386,43,1507/22,O.................... S/VIOLENCIA FAMILIAR,12-12-2022,VIOLENCIA FAMILIAR
10387,44,1859/19,P.................... S/FILIACION Y DAÑO MORAL,12-12-2022,FILIACION Y DAÑO MORAL
10388,45,270/20,P.................... S/GUARDA JUDICIAL,12-12-2022,GUARDA JUDICIAL
10389,46,1052/22,P.................... S/MEDIDA CAUTELAR,12-12-2022,MEDIDA CAUTELAR
10390,47,971/22,R.................... S/ALIMENTOS,12-12-2022,ALIMENTOS
10391,48,919/22,R.................... S/DIVORCIO,12-12-2022,DIVORCIO
10392,49,1131/22,R.................... S/HOMOLOGACION DE CONVENIO,12-12-2022,HOMOLOGACION DE CONVENIO
10393,50,840/22-S,R.................... S/PROTECCION INTEGRAL,12-12-2022,PROTECCION INTEGRAL
10394,51,1444/22,R.................... S/VIOLENCIA FAMILIAR,12-12-2022,VIOLENCIA FAMILIAR
10395,52,1642/22,R.................... S/VIOLENCIA FAMILIAR,12-12-2022,VIOLENCIA FAMILIAR
10396,53,212/20,R.................... S/VIOLENCIA FAMILIAR,12-12-2022,VIOLENCIA FAMILIAR
10397,54,662/22-S,R.................... S/VIOLENCIA FAMILIAR,12-12-2022,VIOLENCIA FAMILIAR
10398,55,856/22-C,S.................... S/FILIACION Y DAÑO MORAL,12-12-2022,FILIACION Y DAÑO MORAL
10399,56,520/22-C,S.................... S/MEDIDA CAUTELAR,12-12-2022,MEDIDA CAUTELAR
10400,57,1449/22,S.................... S/VIOLENCIA DE GENERO,12-12-2022,VIOLENCIA DE GENERO
10401,58,627/22-S,S.................... S/VIOLENCIA DE GENERO,12-12-2022,VIOLENCIA DE GENERO
10402,59,1048/22,S.................... S/VIOLENCIA FAMILIAR,12-12-2022,VIOLENCIA FAMILIAR
10403,60,1161/22,T.................... S/MEDIDA CAUTELAR,12-12-2022,MEDIDA CAUTELAR
10404,61,1417/22,T.................... S/VIOLENCIA FAMILIAR,12-12-2022,VIOLENCIA FAMILIAR
10405,62,848/22-C,V.................... S/HOMOLOGACION DE CONVENIO,12-12-2022,HOMOLOGACION DE CONVENIO
10406,63,1496/22,V.................... S/VIOLENCIA DE GENERO,12-12-2022,VIOLENCIA DE GENERO
10407,64,65/22-S,V.................... S/VIOLENCIA DE GENERO,12-12-2022,VIOLENCIA DE GENERO
10408,65,1517/22,Z.................... S/PRESENTACION,12-12-2022,PRESENTACION
10409,66,336/22-S,Z.................... S/VIOLENCIA DE GENERO,12-12-2022,VIOLENCIA DE GENERO
10410,1,1751/19,""".................... S/INCIDENTE",14-12-2022,INCIDENTE
10411,2,1552/22,A.................... S/AUTORIZACION PARA VIAJAR,14-12-2022,AUTORIZACION PARA VIAJAR
10412,3,1237/22,A.................... S/VIOLENCIA FAMILIAR,14-12-2022,VIOLENCIA FAMILIAR
10413,4,895/19,A.................... S/VIOLENCIA FAMILIAR,14-12-2022,VIOLENCIA FAMILIAR
10414,5,885/22-S,B.................... S/VIOLENCIA DE GENERO,14-12-2022,VIOLENCIA DE GENERO
10415,6,1439/22,C.................... S/CONTROL DE LEGALIDAD,14-12-2022,CONTROL DE LEGALIDAD
10416,7,1290/22,D.................... S/DIVORCIO,14-12-2022,DIVORCIO
10417,8,94/21-C,D.................... S/EJECUCION DE HONORARIOS,14-12-2022,EJECUCION DE HONORARIOS
10418,9,148/19,F.................... S/DECLARACION DE ADOPTABILIDAD,14-12-2022,DECLARACION DE ADOPTABILIDAD
10419,10,77/22-S,F.................... S/PROTECCION INTEGRAL,14-12-2022,PROTECCION INTEGRAL
10420,11,1203/22,F.................... S/VIOLENCIA FAMILIAR,14-12-2022,VIOLENCIA FAMILIAR
10421,12,665/22-C,G.................... S/FILIACION Y DAÑO MORAL,14-12-2022,FILIACION Y DAÑO MORAL
10422,13,127/22-S,G.................... S/VIOLENCIA DE GENERO,14-12-2022,VIOLENCIA DE GENERO
10423,14,245/22-S,G.................... S/VIOLENCIA DE GENERO,14-12-2022,VIOLENCIA DE GENERO
10424,15,804/20,G.................... S/VIOLENCIA DE GENERO,14-12-2022,VIOLENCIA DE GENERO
10425,16,1143/22,G.................... S/VIOLENCIA FAMILIAR,14-12-2022,VIOLENCIA FAMILIAR
10426,17,262/22-S,G.................... S/VIOLENCIA FAMILIAR,14-12-2022,VIOLENCIA FAMILIAR
10427,18,1144/22,J.................... S/ELEVA ACTUACIONES,14-12-2022,ELEVA ACTUACIONES
10428,19,1610/22,J.................... S/ELEVA ACTUACIONES,14-12-2022,ELEVA ACTUACIONES
10429,20,337/22-S,J.................... S/ELEVA ACTUACIONES,14-12-2022,ELEVA ACTUACIONES
10430,21,742/22-S,J.................... S/ELEVA ACTUACIONES,14-12-2022,ELEVA ACTUACIONES
10431,22,1749/19,L.................... S/NULIDAD DE RECONOCIMIENTO DE,14-12-2022,NULIDAD DE RECONOCIMIENTO DE
10432,23,823/22-S,L.................... S/VIOLENCIA DE GENERO,14-12-2022,VIOLENCIA DE GENERO
10433,24,364/20,L.................... S/VIOLENCIA FAMILIAR,14-12-2022,VIOLENCIA FAMILIAR
10434,25,931/20,M.................... S/ALIMENTOS,14-12-2022,ALIMENTOS
10435,26,546/20,M.................... S/DIVORCIO,14-12-2022,DIVORCIO
10436,27,280/13,M.................... S/GUARDA JUDICIAL,14-12-2022,GUARDA JUDICIAL
10437,28,1169/22,M.................... S/VIOLENCIA FAMILIAR,14-12-2022,VIOLENCIA FAMILIAR
10438,29,1405/22,M.................... S/VIOLENCIA FAMILIAR,14-12-2022,VIOLENCIA FAMILIAR
10439,30,425/20,M.................... S/VIOLENCIA FAMILIAR,14-12-2022,VIOLENCIA FAMILIAR
10440,31,1175/22,N.................... S/VIOLENCIA FAMILIAR,14-12-2022,VIOLENCIA FAMILIAR
10441,32,1548/22,P.................... S/CONTROL DE LEGALIDAD,14-12-2022,CONTROL DE LEGALIDAD
10442,33,733/19,P.................... S/DIVORCIO,14-12-2022,DIVORCIO
10443,34,803/20,P.................... S/VIOLENCIA DE GENERO,14-12-2022,VIOLENCIA DE GENERO
10444,35,1044/19,P.................... S/VIOLENCIA FAMILIAR,14-12-2022,VIOLENCIA FAMILIAR
10445,36,769/22-S,Q.................... S/PROTECCION DE PERSONA,14-12-2022,PROTECCION DE PERSONA
10446,37,1159/22,R.................... S/ALIMENTOS,14-12-2022,ALIMENTOS
10447,38,1475/22,R.................... S/MEDIDA CAUTELAR,14-12-2022,MEDIDA CAUTELAR
10448,39,728/22-S,R.................... S/VIOLENCIA FAMILIAR,14-12-2022,VIOLENCIA FAMILIAR
10449,40,433/14,S.................... S/INCIDENTE,14-12-2022,INCIDENTE
10450,41,1499/22,S.................... S/MEDIDA CAUTELAR,14-12-2022,MEDIDA CAUTELAR
10451,42,1674/22,S.................... S/PRESENTACION,14-12-2022,PRESENTACION
10452,43,1675/22,S.................... S/PRESENTACION,14-12-2022,PRESENTACION
10453,44,1247/22,S.................... S/VIOLENCIA FAMILIAR,14-12-2022,VIOLENCIA FAMILIAR
10454,45,1626/22,S.................... S/VIOLENCIA FAMILIAR,14-12-2022,VIOLENCIA FAMILIAR
10455,46,1496/22,V.................... S/VIOLENCIA DE GENERO,14-12-2022,VIOLENCIA DE GENERO
10456,47,478/17,V.................... S/VIOLENCIA FAMILIAR (DENUNCIA,14-12-2022,VIOLENCIA FAMILIAR (DENUNCIA
10457,48,46/16,V.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,14-12-2022,VIOLENCIA FAMILIAR (DENUNCIAS-
10458,1,466/19,A.................... S/ALIMENTOS,15-12-2022,ALIMENTOS
10459,2,549/19,A.................... S/EJECUCION DE HONORARIOS,15-12-2022,EJECUCION DE HONORARIOS
10460,3,760/22-C,A.................... S/HOMOLOGACION DE CONVENIO,15-12-2022,HOMOLOGACION DE CONVENIO
10461,4,41/22-S,A.................... S/VIOLENCIA DE GENERO,15-12-2022,VIOLENCIA DE GENERO
10462,5,876/22-S,A.................... S/VIOLENCIA DE GENERO,15-12-2022,VIOLENCIA DE GENERO
10463,6,1644/22,A.................... S/VIOLENCIA FAMILIAR,15-12-2022,VIOLENCIA FAMILIAR
10464,7,683/17,B.................... S/ALIMENTOS,15-12-2022,ALIMENTOS
10465,8,921/22,B.................... S/DERECHO Y DEBER DE COMUNICACION,15-12-2022,DERECHO Y DEBER DE COMUNICACION
10466,9,366/22-C,B.................... S/EJECUCION DE HONORARIOS,15-12-2022,EJECUCION DE HONORARIOS
10467,10,1656/22,C.................... S/ELEVA ACTUACIONES,15-12-2022,ELEVA ACTUACIONES
10468,11,430/22-S,C.................... S/VIOLENCIA DE GENERO,15-12-2022,VIOLENCIA DE GENERO
10469,12,631/22-S,C.................... S/VIOLENCIA FAMILIAR,15-12-2022,VIOLENCIA FAMILIAR
10470,13,2008/18,D.................... S/EJECUCION DE HONORARIOS,15-12-2022,EJECUCION DE HONORARIOS
10471,14,522/22-C,D.................... S/EJECUCION DE HONORARIOS,15-12-2022,EJECUCION DE HONORARIOS
10472,15,534/22-C,D.................... S/EJECUCION DE HONORARIOS,15-12-2022,EJECUCION DE HONORARIOS
10473,16,797/22-C,D.................... S/EJECUCION DE HONORARIOS,15-12-2022,EJECUCION DE HONORARIOS
10474,17,1441/22,D.................... S/ELEVA ACTUACIONES,15-12-2022,ELEVA ACTUACIONES
10475,18,1639/22,D.................... S/ELEVA ACTUACIONES,15-12-2022,ELEVA ACTUACIONES
10476,19,1660/22,D.................... S/ELEVA ACTUACIONES,15-12-2022,ELEVA ACTUACIONES
10477,20,452/22-S,D.................... S/PRESENTACION,15-12-2022,PRESENTACION
10478,21,363/15,E.................... S/DETERMINACIÓN JUDICIAL DE LA,15-12-2022,DETERMINACIÓN JUDICIAL DE LA
10479,22,1286/22,E.................... S/HOMOLOGACION DE CONVENIO,15-12-2022,HOMOLOGACION DE CONVENIO
10480,23,957/18,E.................... S/VIOLENCIA FAMILIAR,15-12-2022,VIOLENCIA FAMILIAR
10481,24,1350/22,F.................... S/HOMOLOGACION DE CONVENIO,15-12-2022,HOMOLOGACION DE CONVENIO
10482,25,695/22-C,F.................... S/HOMOLOGACION DE CONVENIO,15-12-2022,HOMOLOGACION DE CONVENIO
10483,26,877/22-S,F.................... S/VIOLENCIA DE GENERO,15-12-2022,VIOLENCIA DE GENERO
10484,27,400/22-S,F.................... S/VIOLENCIA FAMILIAR,15-12-2022,VIOLENCIA FAMILIAR
10485,28,548/19,G.................... S/DIVORCIO,15-12-2022,DIVORCIO
10486,29,1601/19,G.................... S/FILIACION,15-12-2022,FILIACION
10487,30,1608/19,G.................... S/FILIACION Y DAÑO MORAL,15-12-2022,FILIACION Y DAÑO MORAL
10488,31,1625/22,J.................... S/ELEVA ACTUACIONES,15-12-2022,ELEVA ACTUACIONES
10489,32,1013/15,K.................... S/DIVORCIO VINCULAR,15-12-2022,DIVORCIO VINCULAR
10490,33,1224/22,L.................... S/VIOLENCIA FAMILIAR,15-12-2022,VIOLENCIA FAMILIAR
10491,34,787/15,M.................... S/DAÑO MORAL,15-12-2022,DAÑO MORAL
10492,35,280/13,M.................... S/GUARDA JUDICIAL,15-12-2022,GUARDA JUDICIAL
10493,36,1261/22,M.................... S/HOMOLOGACION DE CONVENIO,15-12-2022,HOMOLOGACION DE CONVENIO
10494,37,739/22-C,M.................... S/MEDIDA CAUTELAR,15-12-2022,MEDIDA CAUTELAR
10495,38,442/22-S,M.................... S/VIOLENCIA DE GENERO,15-12-2022,VIOLENCIA DE GENERO
10496,39,683/22-S,M.................... S/VIOLENCIA DE GENERO,15-12-2022,VIOLENCIA DE GENERO
10497,40,1677/22,M.................... S/VIOLENCIA FAMILIAR,15-12-2022,VIOLENCIA FAMILIAR
10498,41,979/17,M.................... S/VIOLENCIA FAMILIAR,15-12-2022,VIOLENCIA FAMILIAR
10499,42,203/21-C,N.................... S/INCIDENTE,15-12-2022,INCIDENTE
10500,43,855/22-C,O.................... S/ALIMENTOS,15-12-2022,ALIMENTOS
10501,44,180/21-C,O.................... S/HOMOLOGACION DE CONVENIO,15-12-2022,HOMOLOGACION DE CONVENIO
10502,45,1507/22,O.................... S/VIOLENCIA FAMILIAR,15-12-2022,VIOLENCIA FAMILIAR
10503,46,357/22-C,P.................... S/DIVORCIO,15-12-2022,DIVORCIO
10504,47,426/19,P.................... S/FILIACION Y DAÑO MORAL,15-12-2022,FILIACION Y DAÑO MORAL
10505,48,1542/18,P.................... S/RESTRICCION DE LA CAPACIDAD,15-12-2022,RESTRICCION DE LA CAPACIDAD
10506,49,970/22,Q.................... S/FILIACION Y DAÑO MORAL,15-12-2022,FILIACION Y DAÑO MORAL
10507,50,1622/22,R.................... S/HOMOLOGACION DE CONVENIO,15-12-2022,HOMOLOGACION DE CONVENIO
10508,51,08/22-C,R.................... S/INFORMACION SUMARIA,15-12-2022,INFORMACION SUMARIA
10509,52,1444/22,R.................... S/VIOLENCIA FAMILIAR,15-12-2022,VIOLENCIA FAMILIAR
10510,53,318/21-C,S.................... S/ALIMENTOS,15-12-2022,ALIMENTOS
10511,54,160/22-C,S.................... S/FILIACION Y DAÑO MORAL,15-12-2022,FILIACION Y DAÑO MORAL
10512,55,763/22-C,S.................... S/HOMOLOGACION DE CONVENIO,15-12-2022,HOMOLOGACION DE CONVENIO
10513,56,511/22-C,S.................... S/MEDIDA AUTOSATISFACTIVA,15-12-2022,MEDIDA AUTOSATISFACTIVA
10514,57,1675/22,S.................... S/PRESENTACION,15-12-2022,PRESENTACION
10515,58,638/22-C,S.................... S/TUTELA,15-12-2022,TUTELA
10516,59,1182/22,S.................... S/VIOLENCIA DE GENERO,15-12-2022,VIOLENCIA DE GENERO
10517,60,1449/22,S.................... S/VIOLENCIA DE GENERO,15-12-2022,VIOLENCIA DE GENERO
10518,61,1031/22,T.................... S/BENEFICIO DE LITIGAR SIN GASTOS,15-12-2022,BENEFICIO DE LITIGAR SIN GASTOS
10519,62,100/22-C,T.................... S/DIVORCIO,15-12-2022,DIVORCIO
10520,63,415/22-C,T.................... S/LIQUIDACION SOCIEDAD CONYUGAL,15-12-2022,LIQUIDACION SOCIEDAD CONYUGAL
10521,64,955/22,V.................... S/FILIACION Y DAÑO MORAL,15-12-2022,FILIACION Y DAÑO MORAL
10522,65,228/22-S,V.................... S/PROTECCION INTEGRAL,15-12-2022,PROTECCION INTEGRAL
10523,66,1676/22,X.................... S/VIOLENCIA FAMILIAR,15-12-2022,VIOLENCIA FAMILIAR
10524,67,575/22-C,Z.................... S/INCIDENTE,15-12-2022,INCIDENTE
10525,1,218/22-C,A.................... S/INCIDENTE,16-12-2022,INCIDENTE
10526,2,1184/22,A.................... S/INFORMACION SUMARIA,16-12-2022,INFORMACION SUMARIA
10527,3,1575/22,A.................... S/MEDIDA CAUTELAR,16-12-2022,MEDIDA CAUTELAR
10528,4,1500/22,B.................... S/HOMOLOGACION DE CONVENIO,16-12-2022,HOMOLOGACION DE CONVENIO
10529,5,361/20,C.................... S/ELEVA ACTUACIONES,16-12-2022,ELEVA ACTUACIONES
10530,6,814/20,C.................... S/FILIACION Y DAÑO MORAL,16-12-2022,FILIACION Y DAÑO MORAL
10531,7,1660/19,C.................... S/HOMOLOGACION DE CONVENIO,16-12-2022,HOMOLOGACION DE CONVENIO
10532,8,1566/22,D.................... S/DIVORCIO,16-12-2022,DIVORCIO
10533,9,1171/15,D.................... S/TUTELA,16-12-2022,TUTELA
10534,10,1658/22,D.................... S/VIOLENCIA DE GENERO,16-12-2022,VIOLENCIA DE GENERO
10535,11,1091/18,E.................... S/COMPENSACION ECONOMICA,16-12-2022,COMPENSACION ECONOMICA
10536,12,227/17,E.................... S/VIOLENCIA DE GENERO,16-12-2022,VIOLENCIA DE GENERO
10537,13,957/18,E.................... S/VIOLENCIA FAMILIAR,16-12-2022,VIOLENCIA FAMILIAR
10538,14,844/22-S,F.................... S/VIOLENCIA DE GENERO,16-12-2022,VIOLENCIA DE GENERO
10539,15,1152/17,G.................... S/FILIACION Y DAÑO MORAL,16-12-2022,FILIACION Y DAÑO MORAL
10540,16,1621/22,G.................... S/INFORMACION SUMARIA,16-12-2022,INFORMACION SUMARIA
10541,17,1568/22,G.................... S/MEDIDA CAUTELAR,16-12-2022,MEDIDA CAUTELAR
10542,18,947/22,G.................... S/MEDIDA CAUTELAR,16-12-2022,MEDIDA CAUTELAR
10543,19,579/22-S,G.................... S/VIOLENCIA FAMILIAR,16-12-2022,VIOLENCIA FAMILIAR
10544,20,1407/22,I.................... S/ADOPCION PLENA,16-12-2022,ADOPCION PLENA
10545,21,1620/22,I.................... S/RESTRICCION DE LA CAPACIDAD,16-12-2022,RESTRICCION DE LA CAPACIDAD
10546,22,1200/22,J.................... S/ELEVA ACTUACIONES,16-12-2022,ELEVA ACTUACIONES
10547,23,1450/22,J.................... S/ELEVA ACTUACIONES,16-12-2022,ELEVA ACTUACIONES
10548,24,1610/22,J.................... S/ELEVA ACTUACIONES,16-12-2022,ELEVA ACTUACIONES
10549,25,1625/22,J.................... S/ELEVA ACTUACIONES,16-12-2022,ELEVA ACTUACIONES
10550,26,1681/22,J.................... S/ELEVA ACTUACIONES,16-12-2022,ELEVA ACTUACIONES
10551,27,253/22-S,J.................... S/ELEVA ACTUACIONES,16-12-2022,ELEVA ACTUACIONES
10552,28,376/22-S,J.................... S/ELEVA ACTUACIONES,16-12-2022,ELEVA ACTUACIONES
10553,29,852/22-S,J.................... S/ELEVA ACTUACIONES,16-12-2022,ELEVA ACTUACIONES
10554,30,480/22-S,L.................... S/VIOLENCIA DE GENERO,16-12-2022,VIOLENCIA DE GENERO
10555,31,280/13,M.................... S/GUARDA JUDICIAL,16-12-2022,GUARDA JUDICIAL
10556,32,1541/22,M.................... S/MEDIDA CAUTELAR,16-12-2022,MEDIDA CAUTELAR
10557,33,355/21-S,M.................... S/PROTECCION INTEGRAL,16-12-2022,PROTECCION INTEGRAL
10558,34,1689/22,M.................... S/VIOLENCIA FAMILIAR,16-12-2022,VIOLENCIA FAMILIAR
10559,35,235/21-C,P.................... S/ALIMENTOS,16-12-2022,ALIMENTOS
10560,36,1494/22,P.................... S/CUIDADO PERSONAL,16-12-2022,CUIDADO PERSONAL
10561,37,243/20,P.................... S/HOMOLOGACION DE CONVENIO,16-12-2022,HOMOLOGACION DE CONVENIO
